LoanNumber,LoanGuid,LoanFolder,ClosingDate
4.41E+14,064d782b-b7b0-470e-868d-eb763670cb6f,Active,10/8/2024 0:00
4.00E+14,1defaeac-5aff-4ec8-af67-fb9e0693628c,Active,10/8/2024 0:00
4.00E+14,2c0c69b7-bd86-4304-8b33-ec214b62d97e,Active,10/8/2024 0:00
4.00E+14,b550f7d4-14f5-4ef0-991d-0633f314cdac,Active,10/8/2024 0:00
4.00E+14,6d284b81-da28-4993-9875-f8453d095730,Active,10/8/2024 0:00
4.41E+14,2ff10f67-fcdc-45f7-83aa-4556b9297001,Active,10/8/2024 0:00
4.41E+14,a7a436ba-a849-45c2-8c32-fea6155d13dc,Active,10/8/2024 0:00
4.81E+14,82b0e91d-5336-4d28-9d16-b12049bdc4fc,Active,10/8/2024 0:00
4.00E+14,3838f933-633f-4385-aa3b-ef9a2f96bb61,Active,10/8/2024 0:00
4.00E+14,c4dde75a-b085-49d7-8804-9a354cb97e30,Active,10/8/2024 0:00
4.00E+14,2631e3bb-5031-4e15-a347-672b8c29e328,Active,10/8/2024 0:00
4.00E+14,97dbd109-0c84-4fb3-8123-1abea585b00a,Active,10/8/2024 0:00
9.60E+14,d72aa7d3-9643-4fd4-b235-54eab6bf7a7c,Active,10/8/2024 0:00
4.00E+14,200bd9c2-8081-4a64-bfb7-7d46a612da74,Active,10/8/2024 0:00
4.01E+14,c3e41f17-7c47-432d-a0eb-d1b0ecf5fc39,Active,10/8/2024 0:00
4.00E+14,b174cac0-a1da-4b06-adca-f6ecc2c96fb8,Active,10/8/2024 0:00
9.60E+14,e572f0ce-2398-42ce-9357-094da8fba85e,Active,10/8/2024 0:00
4.01E+14,3b434a16-1e96-4c7e-bea6-046f9ae2e63f,Active,10/8/2024 0:00
4.00E+14,f0f81bf8-21ae-472d-98c1-a8912dbac3eb,Active,10/8/2024 0:00
4.00E+14,c74da186-cdd7-4e9a-84e0-f661516c8c2c,Active,10/8/2024 0:00
4.00E+14,800c3401-c683-42f8-9efe-1b9cd67c2e47,Active,10/8/2024 0:00
4.41E+14,3ec62c86-ab96-43e5-b072-d821f3bef572,Active,10/8/2024 0:00
4.41E+14,5f62914d-72c1-454d-82df-cc6c581a8f5c,Active,10/8/2024 0:00
4.00E+14,0671f49b-d40b-4386-a139-587d6c07ce60,Active,10/9/2024 0:00
1.53E+14,d1e2a3f8-42c2-4f4a-a0ec-a31796129ea0,Active,10/9/2024 0:00
9.60E+14,5b511c6a-7c11-40ba-bf4d-49ec9b885acb,Active,10/9/2024 0:00
4.00E+14,11b4b133-0b53-4c71-b611-464c054969e8,Active,10/9/2024 0:00
4.00E+14,8e4e530b-8f19-4772-81a8-6f6c7cfb28e5,Active,10/9/2024 0:00
4.00E+14,f3bbb6fe-22c3-467d-855e-daf52fa7464f,Active,10/9/2024 0:00
4.00E+14,3d4b4723-c063-4816-9a06-3adca062d17d,Active,10/9/2024 0:00
4.00E+14,ff79ec84-0647-4d82-9a08-d0493ec444be,Active,10/9/2024 0:00
4.00E+14,a5a954e7-b2a0-4923-bd05-492879f028e9,Active,10/9/2024 0:00
4.00E+14,63700bcc-cefe-4a05-90fb-e7f3579472e3,Active,10/9/2024 0:00
4.00E+14,56e77dba-e0b8-4421-be6a-82b71649d404,Active,10/9/2024 0:00
4.00E+14,bfa9c834-6140-47c6-8c7f-6ac9452cabab,Active,10/9/2024 0:00
4.00E+14,afd1006d-f4d7-4a22-bb1d-494a6bc76faf,Active,10/9/2024 0:00
4.00E+14,e1823793-2890-4cc8-b5d3-1e317b8ca8a1,Active,10/9/2024 0:00
4.00E+14,73eef889-d385-472e-aecf-7817cd6f34b6,Active,10/9/2024 0:00
4.00E+14,87328e48-9702-4fb4-b417-372f2c15fa54,Active,10/9/2024 0:00
4.81E+14,1ca7daec-e906-403b-acac-3d8d54de2c7f,Active,10/9/2024 0:00
4.00E+14,e0051346-70ea-444c-a91e-7b08bb8a2d3f,Active,10/9/2024 0:00
4.00E+14,40314004-11df-4910-978f-817d71e3829e,Active,10/9/2024 0:00
4.00E+14,542b6d56-b035-495b-8e8c-9563881e636f,Active,10/9/2024 0:00
4.00E+14,4586e85a-9b41-4cf5-bfb3-516c5d9c9728,Active,10/10/2024 0:00
2.30E+14,f8d040b3-ea0b-4ef5-973c-4a8a78c0679f,Active,10/10/2024 0:00
9.60E+14,da43c861-ae59-4792-b9a0-5f4eda4f034f,Active,10/10/2024 0:00
4.00E+14,dec56101-20d2-49e9-9076-f47345094b32,Active,10/10/2024 0:00
4.00E+14,24ddef0b-c05e-4ddb-8c9c-2ad9434c5756,Active,10/10/2024 0:00
4.00E+14,59458275-a9b8-4dd7-bd72-f516cf627f8f,Active,10/10/2024 0:00
4.00E+14,c50f7b4c-d2a1-4763-9f3f-39a38c71e2eb,Active,10/10/2024 0:00
9.60E+14,89b9355c-558c-48f0-909e-6447c92d4af2,Active,10/10/2024 0:00
2.75E+14,b630a7ce-e6f4-4fbd-bcef-b7f3937d1b07,Active,10/10/2024 0:00
9.60E+14,cdb2c327-8ed1-4a37-a293-4cf0546903d6,Active,10/10/2024 0:00
4.00E+14,3d15d2c4-3ce4-45e8-a760-80e4446b01d5,Active,10/10/2024 0:00
4.00E+14,fff3f678-f9c3-487b-aef4-27643f4dd5bc,Active,10/10/2024 0:00
2.75E+14,949df5cf-f1be-4eb8-8e98-6cdb2c3c53f0,Active,10/10/2024 0:00
4.00E+14,f6f7e284-c994-46ea-9ee8-14a0f908098f,Active,10/10/2024 0:00
4.00E+14,c8990de5-98ab-43cb-9b7a-578ac344aa6b,Active,10/10/2024 0:00
4.00E+14,a15b0225-545e-4e96-83be-5a5aa4146a99,Active,10/10/2024 0:00
4.00E+14,b235be4e-39ac-435d-bd3d-d120b08f6be0,Active,10/10/2024 0:00
4.00E+14,6536d225-2c66-4f92-90e4-cada8e2bb70c,Active,10/10/2024 0:00
4.00E+14,59828090-81e6-4be2-b7e6-b40794c2421a,Active,10/10/2024 0:00
4.00E+14,a7fd96de-35a7-473d-b7be-20f67c4f7d8a,Active,10/10/2024 0:00
4.00E+14,74aff199-cee4-4a18-a486-60347672683a,Active,10/10/2024 0:00
4.00E+14,37389c7a-da46-4a66-83a7-deb82e6d3dfd,Active,10/10/2024 0:00
4.00E+14,1441971e-b78b-49f6-aa69-737d84beb9cb,Active,10/10/2024 0:00
4.00E+14,381df95c-5789-484d-af3e-98347b60e9e7,Active,10/10/2024 0:00
4.81E+14,b76afb9d-24d3-4f62-8ced-77cd37af41ed,Active,10/10/2024 0:00
4.01E+14,97cb326e-9331-400b-b265-187fcdc2c011,Active,10/10/2024 0:00
4.00E+14,39a007a7-b7b4-4322-8db4-72d8d3aa8a3a,Active,10/10/2024 0:00
9.60E+14,ba75042d-ea7f-4df3-aaf0-12893b694ff8,Active,10/10/2024 0:00
4.00E+14,f3b50d83-6509-4b67-9bc9-1bb8ab651b1e,Active,10/10/2024 0:00
4.41E+14,3119e78e-0e72-4995-b708-285d60d12018,Active,10/10/2024 0:00
4.41E+14,e2559ff0-6b5b-480c-93aa-89d49b27ae44,Active,10/10/2024 0:00
4.00E+14,738dfa9b-4231-4e01-a87c-a037e3420c76,Active,10/11/2024 0:00
4.00E+14,8c979677-506d-4c6e-b913-828a99cdaa50,Active,10/11/2024 0:00
4.00E+14,fe296f44-fa33-4fdf-acae-dd6f0e4803ea,Active,10/11/2024 0:00
4.00E+14,0f664a08-14b1-435e-bbb9-ddef48ca600d,Active,10/11/2024 0:00
4.00E+14,dcc443cd-770c-43cb-9f4a-f33544dd7d37,Active,10/11/2024 0:00
4.00E+14,afd9794f-43cc-4b7d-96d6-752b4dbbfd2c,Active,10/11/2024 0:00
4.00E+14,7b12b2ad-f768-408e-bc37-27494871640c,Active,10/11/2024 0:00
4.00E+14,0e9246c3-4da4-46c1-b97b-8c39eb6bd446,Active,10/11/2024 0:00
4.00E+14,dba0b786-3afd-46e3-8da7-087caf855d3c,Active,10/11/2024 0:00
4.00E+14,23718590-2740-4911-b0de-122f9fa42a95,Active,10/11/2024 0:00
9.60E+14,3fc1b4ee-24e2-4966-bbd6-838e4365b668,Active,10/11/2024 0:00
4.00E+14,0716f9b6-2eac-4449-8630-6282592b34a2,Active,10/11/2024 0:00
4.00E+14,c878dabe-de86-4f2c-9471-9e53cb3ea823,Active,10/11/2024 0:00
4.00E+14,caaf2e57-a66c-4fa6-b31c-74690b064be6,Active,10/11/2024 0:00
4.00E+14,65ce9dbf-68d2-41b5-bfe9-c1831cf77d69,Active,10/11/2024 0:00
1.51E+14,d9d8b94f-a531-4a7a-84e2-82e197ab6ac8,Active,10/11/2024 0:00
2.30E+14,ebcdf60a-3957-4adf-82c6-42b12f903392,Active,10/11/2024 0:00
4.00E+14,0057394e-cfaa-4d95-8b51-16c17d8e512a,Active,10/11/2024 0:00
4.00E+14,ba22af98-a13c-4457-8226-7054fbf85a21,Active,10/11/2024 0:00
4.00E+14,9a337f3d-5f77-4583-a7eb-cb19f753cbe3,Active,10/11/2024 0:00
4.41E+14,e75ac82c-cb87-4093-ba6f-1aadff41170c,Active,10/11/2024 0:00
4.00E+14,4ed72877-48c9-48ab-bf86-727dfdf9c746,Active,10/11/2024 0:00
4.00E+14,d449076d-fb1a-4c62-8849-b64b0de044b2,Active,10/11/2024 0:00
4.00E+14,8fd4dccf-5f92-41fa-add6-f439e78f5b1f,Active,10/11/2024 0:00
4.00E+14,bcb7542d-171c-4c6a-86cb-425b8857406b,Active,10/11/2024 0:00
4.00E+14,a7e552d6-144c-44ce-bf97-edbd7dfb68ae,Active,10/11/2024 0:00
4.00E+14,4fb07a79-c2d0-40cb-8652-46253710188b,Active,10/11/2024 0:00
4.00E+14,9866b1e2-4ac0-4a75-a8bc-155c62fd4ece,Active,10/11/2024 0:00
4.00E+14,c58ebec9-ab53-484a-84e0-a7b3e1ad5ad4,Active,10/11/2024 0:00
4.00E+14,0d533693-5b48-4f43-8265-126f3a72381d,Active,10/11/2024 0:00
4.00E+14,a761c6a5-a253-4be5-98df-f3cccd79d120,Active,10/11/2024 0:00
4.00E+14,b3393547-1935-4bd3-b7a0-2f3c55bb8855,Active,10/11/2024 0:00
4.00E+14,ac3daa7d-f590-4975-9607-03c23b45bd28,Active,10/11/2024 0:00
4.00E+14,85f27750-3b06-4f67-be25-2a06ddd16ce1,Active,10/11/2024 0:00
4.41E+14,013ee291-b532-4c86-8831-c4ea5fcc86ef,Active,10/11/2024 0:00
4.41E+14,63092e92-90bb-4f9e-bd28-eba0c07f2134,Active,10/11/2024 0:00
4.00E+14,ae45dded-f8eb-4c0d-b53b-5f6f6d54fa52,Active,10/11/2024 0:00
4.00E+14,e3351bbd-70af-4c25-87af-05df41c3fa06,Active,10/11/2024 0:00
4.00E+14,a7b19014-ecd9-4358-91dc-09be985c54a0,Active,10/11/2024 0:00
9.60E+14,c237eda8-5864-4099-9b71-34637dcd4e24,Active,10/11/2024 0:00
4.00E+14,3d08859e-c8ad-4183-9e5a-745da90dec4f,Active,10/11/2024 0:00
4.00E+14,ac5ab4c8-7bc3-4c17-83f6-8ae12a9865e9,Active,10/11/2024 0:00
4.00E+14,12f9c2de-66ef-4bc1-b698-1fe617be5b44,Active,10/11/2024 0:00
4.41E+14,34c58c67-230a-4170-a494-e92dbc66a94e,Active,10/11/2024 0:00
4.00E+14,9d9c2022-7392-4e7e-bb09-a77d69b6086e,Active,10/11/2024 0:00
4.00E+14,3e266962-7f1d-4404-8b8c-7199cdd6a025,Active,10/11/2024 0:00
4.00E+14,56375dfd-e0d0-4e80-8725-a93cd4f0b557,Active,10/11/2024 0:00
4.00E+14,a5a9fed3-2b2c-4bb6-94d1-6b0a23883ec9,Active,10/11/2024 0:00
4.00E+14,2a6d2f0c-2a97-4500-a2f1-5886b29866d9,Active,10/11/2024 0:00
4.00E+14,4dc1ea6f-8bf5-4a45-84a0-1c8cbed3ca71,Active,10/11/2024 0:00
4.00E+14,7e4e86e7-01ce-4e23-82af-461adf74f0da,Active,10/11/2024 0:00
4.00E+14,845fd1c5-9fba-4a7f-9ac6-4aa2930fb374,Active,10/11/2024 0:00
4.00E+14,0e3ec761-c39f-4cc1-ae3a-f18a0273af02,Active,10/11/2024 0:00
4.41E+14,7280aaee-1007-4a7b-8c8e-62f0ff6bea2c,Active,10/11/2024 0:00
4.00E+14,602deaeb-c4ea-4292-af1d-6d13373e5d84,Active,10/11/2024 0:00
4.01E+14,d96f0f5a-9798-4f1d-80f7-0b974480637c,Active,10/11/2024 0:00
4.00E+14,b5c417c6-8ae5-4687-bd6b-a6e7d7a6b220,Active,10/11/2024 0:00
4.00E+14,ca667ee1-a141-4b9e-a7eb-27c5254ae188,Active,10/11/2024 0:00
4.00E+14,d37bb02a-1231-48d8-b157-948e8bacf57b,Active,10/11/2024 0:00
4.00E+14,7e7a9026-7b48-44fb-af0a-529ff293d296,Active,10/11/2024 0:00
4.00E+14,152e73ac-7943-463f-8ee8-0e5d3fe55f95,Active,10/14/2024 0:00
4.00E+14,c55e0fa9-47dc-4b42-aad5-4e001d46b4a6,Active,10/14/2024 0:00
4.00E+14,71753abd-91fe-4b4a-abac-b4fa992a1e80,Active,10/14/2024 0:00
4.00E+14,272ab88b-904f-4525-810f-a01a76649ec8,Active,10/14/2024 0:00
4.00E+14,c6c9049c-4b1c-44b1-b1ca-d33379743f91,Active,10/14/2024 0:00
4.41E+14,c585db3b-afe2-4a82-9843-415f1daf7031,Active,10/14/2024 0:00
9.60E+14,dafe383f-499f-4690-a7a5-10573b0fd664,Active,10/14/2024 0:00
4.00E+14,ac2af010-7f38-4f3e-b4cf-349e2d50b137,Active,10/14/2024 0:00
4.00E+14,31a96928-fcbe-4109-a898-7f2b748c558c,Active,10/14/2024 0:00
4.01E+14,07ee4b50-1062-4657-8a61-8137e7f2baaf,Active,10/14/2024 0:00
4.00E+14,215a03d8-3dd1-46a7-82bc-0f5fc5a1a4e0,Active,10/14/2024 0:00
4.00E+14,47aee89f-cd0d-4e2d-810a-05a66ce31f46,Active,10/14/2024 0:00
1.51E+14,67576c3b-6843-4db2-b466-8bac1bb8811d,Active,10/14/2024 0:00
4.41E+14,b7f253b9-039f-4fcc-85f4-93ac236fea97,Active,10/14/2024 0:00
4.00E+14,ee120aec-e484-449e-afa2-3e59350cf02b,Active,10/15/2024 0:00
4.00E+14,5aaf7f9a-2fc6-45f7-bf0b-f74523050c65,Active,10/15/2024 0:00
4.00E+14,00183523-6635-40e5-aa99-ecc77c8b6cfd,Active,10/15/2024 0:00
2.30E+14,55605899-8b92-4794-895e-42a3f112ef53,Active,10/15/2024 0:00
4.00E+14,0a8e02b9-16d2-4030-924c-5e5d905fca0c,Active,10/15/2024 0:00
4.00E+14,e4b90154-3239-474a-b811-165fc279af2c,Active,10/15/2024 0:00
4.00E+14,57f4540f-d2f3-45fb-9480-7b9c18da2242,Active,10/15/2024 0:00
4.00E+14,8213b1bf-5429-4381-8c06-7df40be9e079,Active,10/15/2024 0:00
4.00E+14,d87b82db-5fa8-4fad-bec4-a46ec4c2116f,Active,10/15/2024 0:00
4.00E+14,af658125-91f3-43c7-b7f1-2575b6ee6c35,Active,10/15/2024 0:00
4.00E+14,16d20dc8-cd67-4c4a-866f-efcbc9380892,Active,10/15/2024 0:00
4.00E+14,d2098f3c-6246-4fd9-9f28-75775d2a8d8c,Active,10/15/2024 0:00
4.00E+14,2bab8835-f8eb-425b-afa4-8d1f594d93f8,Active,10/15/2024 0:00
4.00E+14,209be42f-cee4-4a31-9059-403c6f097d31,Active,10/15/2024 0:00
4.41E+14,efd0b1b2-50b3-4d89-8463-ee2693ad66ea,Active,10/15/2024 0:00
4.00E+14,8550b7f1-31d2-4a42-89a1-16e53b32cf4a,Active,10/15/2024 0:00
4.00E+14,be02a73f-5e4d-494e-aa37-3ebf29414919,Active,10/15/2024 0:00
4.00E+14,3801aacd-9e19-4208-8755-9a155747c54c,Active,10/15/2024 0:00
4.00E+14,b5c1161f-4ae9-422c-bde0-451887129178,Active,10/15/2024 0:00
4.00E+14,3d250de1-1589-492f-b825-08ecc35b81a2,Active,10/15/2024 0:00
4.00E+14,d6327701-93f0-4bb9-aac8-99af01a0de80,Active,10/15/2024 0:00
4.00E+14,c0e8d2fc-cfc4-400d-98e9-7ba7018d003e,Active,10/15/2024 0:00
4.00E+14,e572c0fc-4e3a-4deb-88d6-b2f5393a0869,Active,10/15/2024 0:00
4.00E+14,c2128665-1aa9-47c5-944d-389a0d861567,Active,10/15/2024 0:00
4.00E+14,af076a3d-ae5b-40a2-aea1-931365550421,Active,10/15/2024 0:00
9.60E+14,a931b970-2543-4e03-979b-4383349c9023,Active,10/15/2024 0:00
4.00E+14,e4373a86-7cf8-489c-bc78-65ea6342254e,Active,10/15/2024 0:00
4.00E+14,3bad4757-736e-45a4-a781-f57a5dc4020f,Active,10/15/2024 0:00
4.00E+14,59685018-eb43-4bce-aba4-bdc96a80cbac,Active,10/15/2024 0:00
4.00E+14,977b0dad-ffa7-438d-a4e5-a000a97c1f35,Active,10/15/2024 0:00
4.00E+14,fd6e6340-e193-4888-801d-1b889eea7376,Active,10/15/2024 0:00
4.00E+14,05812c14-ab12-4974-9848-57ba90228472,Active,10/15/2024 0:00
4.41E+14,ce071c4e-cf1d-407f-a125-85ab89a55013,Active,10/15/2024 0:00
4.01E+14,aefa5b99-e047-4ee6-a4ff-c925959004fb,Active,10/15/2024 0:00
4.00E+14,6abbe89e-a476-4679-961a-3a907295c239,Active,10/15/2024 0:00
3.05E+14,e3a1b690-f382-4299-9921-94b0081de84c,Active,10/15/2024 0:00
4.00E+14,201dd1fa-6f6b-40de-bc42-3e8b4304df54,Active,10/15/2024 0:00
4.00E+14,47170478-38cd-4896-af9c-f5d6fc2286a5,Active,10/15/2024 0:00
4.00E+14,80f70dff-a879-4f2d-b094-be220739629b,Active,10/15/2024 0:00
4.41E+14,11238152-cb90-407a-8419-dc7e30a508e1,Active,10/15/2024 0:00
9.60E+14,08208cd1-7852-46c0-b421-3adf3c8cd604,Active,10/15/2024 0:00
4.00E+14,1bdc1040-aaef-4b4a-8c1c-8e4b46b81afb,Active,10/15/2024 0:00
4.00E+14,c318371c-b190-42c0-952d-44710db7a1d4,Active,10/15/2024 0:00
4.00E+14,276715f3-533b-41a0-b12f-a84055b09b90,Active,10/15/2024 0:00
4.00E+14,44b48256-e773-4aab-8df6-8e01d72cfaaa,Active,10/15/2024 0:00
4.00E+14,0f2a6329-5c75-4892-880e-62d637a62a5b,Active,10/15/2024 0:00
4.00E+14,c2e50536-b824-4735-8e77-49a244b57b3e,Active,10/15/2024 0:00
4.00E+14,5a1cb05f-16cf-4ffa-bb89-e2189dd25a53,Active,10/15/2024 0:00
4.00E+14,a7cbcb14-aaff-40f2-9db6-e682508c868a,Active,10/15/2024 0:00
4.00E+14,9840ed00-e005-4f34-9479-44a3dfb374aa,Active,10/15/2024 0:00
1.51E+14,46c5eed0-223c-419a-994b-1b4fe59caacd,Active,10/15/2024 0:00
4.00E+14,3f06c13f-e8c5-414b-a854-ff06c68e7908,Active,10/15/2024 0:00
4.00E+14,d84f7802-9cbc-418a-afee-baddcefcf21f,Active,10/15/2024 0:00
4.00E+14,9fb58a98-5f4e-481b-bc05-a66fe650e252,Active,10/16/2024 0:00
4.00E+14,c044b456-8f0b-416b-889d-912125ed132b,Active,10/16/2024 0:00
4.41E+14,7bbf2bf0-e357-48ac-9e0f-f01db82b29a8,Active,10/16/2024 0:00
4.00E+14,3ffe69cf-c0b4-4a23-93be-c942b3f33518,Active,10/16/2024 0:00
4.01E+14,7bf3db70-7d51-43d2-9c57-b3deae895d7a,Active,10/16/2024 0:00
1.60E+14,299d0860-2599-4f4b-85f8-443baed781a8,Active,10/16/2024 0:00
4.00E+14,dde35dce-951e-4892-bbf1-930c2c8ae6d2,Active,10/16/2024 0:00
4.00E+14,e4c2be82-c3eb-4e75-89cc-ebbbff334bf7,Active,10/16/2024 0:00
4.41E+14,0b8e66cf-30f0-4de4-9ce6-1b9f8c9380c3,Active,10/16/2024 0:00
4.00E+14,94d56592-7c6a-4b9a-9778-319cbcf453c8,Active,10/16/2024 0:00
4.00E+14,c65fed3d-f1a1-4818-9c65-2d150fa9966d,Active,10/16/2024 0:00
4.00E+14,19949a12-4c65-4889-a697-12b7e713eba9,Active,10/16/2024 0:00
4.41E+14,3ac1453b-6f23-4b7d-8239-7e34f98fc090,Active,10/16/2024 0:00
4.00E+14,921da7a7-31fe-45f5-887f-34825139d620,Active,10/16/2024 0:00
4.00E+14,73144e13-4516-45a4-9849-d7a5a4f97c25,Active,10/16/2024 0:00
4.00E+14,2cea12a3-cdf7-4f62-b1c5-0532c0220ff9,Active,10/16/2024 0:00
4.00E+14,d2b89f75-fff5-4b9e-b8bc-6f45b8200a46,Active,10/16/2024 0:00
4.00E+14,96a89d97-2d14-44ac-a089-08e11620e915,Active,10/16/2024 0:00
4.00E+14,1cf44984-060d-4c99-8e56-e7cedc0f7c8d,Active,10/16/2024 0:00
4.00E+14,fde965b0-ca15-4f58-86f9-d43c42f0dcd6,Active,10/16/2024 0:00
4.00E+14,2c5ae625-35e4-4e84-8a1c-87b6bda6ec68,Active,10/16/2024 0:00
4.00E+14,be7fea58-20d3-4ce3-8709-704e64140acb,Active,10/16/2024 0:00
4.00E+14,861229ff-b8cd-4fcd-8830-42ef68ee3c89,Active,10/16/2024 0:00
2.30E+14,9156b39c-c2c0-4e6e-a087-29c2c2dda1db,Active,10/16/2024 0:00
4.00E+14,a8e374f5-1975-4788-a61b-b55451d9af8a,Active,10/16/2024 0:00
3.51E+14,9e863f4b-9fdd-4419-9539-3e1274e9c621,Active,10/16/2024 0:00
4.01E+14,e47e8be7-4f35-4df9-a4cc-ba1f41298e04,Active,10/17/2024 0:00
4.00E+14,50d00273-e3f2-420b-9649-afd5338ce378,Active,10/17/2024 0:00
1.00E+14,2bf101ff-36fd-4b88-8544-a518f45ef66f,Active,10/17/2024 0:00
4.00E+14,a7213892-0924-4076-92e2-d6713454a6e2,Active,10/17/2024 0:00
4.00E+14,7b5e7329-9ef2-450f-b771-4f3f8384c867,Active,10/17/2024 0:00
4.00E+14,b6a8ff0b-5545-4641-b2c5-f945084263db,Active,10/17/2024 0:00
4.00E+14,da2c7f0b-5e7c-4214-8cdc-4122ff32d7b1,Active,10/17/2024 0:00
4.00E+14,8f9165a1-5303-430f-8df3-815508b1135b,Active,10/17/2024 0:00
4.00E+14,c2d6cb37-c094-4c5a-8c20-c79c21df1a37,Active,10/17/2024 0:00
4.00E+14,0643aeab-6e2e-46a6-abc9-bc9f1baa3b4e,Active,10/17/2024 0:00
4.00E+14,75190c2d-44de-4864-9e2b-16509b50318b,Active,10/17/2024 0:00
4.00E+14,f342db09-c3d5-44c0-80de-aa40470ef785,Active,10/17/2024 0:00
4.00E+14,0340acdc-1490-4180-ba2a-30502e0c6c20,Active,10/17/2024 0:00
4.00E+14,b6ba5a08-17e7-4034-8991-cca1693e33ec,Active,10/17/2024 0:00
4.00E+14,3123de39-a160-479d-afc6-a26073741729,Active,10/17/2024 0:00
4.00E+14,95bd97a2-050c-456c-a099-f1bf1beae86b,Active,10/17/2024 0:00
4.00E+14,f4476d4d-59ca-4683-979c-6ffa20d08090,Active,10/17/2024 0:00
4.00E+14,4fecb099-f5f1-4212-a92a-1be267e29102,Active,10/17/2024 0:00
4.00E+14,f813a714-b2a0-41ae-8ad4-49e7305f601b,Active,10/17/2024 0:00
4.41E+14,27199be7-3d1a-4eab-8d2d-1cce9ddf3b53,Active,10/17/2024 0:00
4.00E+14,732cf3d7-a1d2-4e3f-bc1f-d81150dc3214,Active,10/18/2024 0:00
2.75E+14,9cac0ce3-79f0-40c1-b724-9a28093affc8,Active,10/18/2024 0:00
4.00E+14,bd72865f-61fa-46fe-8a4a-6f885f304d41,Active,10/18/2024 0:00
9.60E+14,c4bbcf14-dc9f-4a78-8741-23648b8f0ccb,Active,10/18/2024 0:00
4.41E+14,53c825e5-73b9-4bdb-9a55-76c932ce9f2a,Active,10/18/2024 0:00
9.60E+14,4d5a3359-a534-400f-80f9-15275e066e51,Active,10/18/2024 0:00
4.00E+14,d3c992b6-1d64-4b55-96ab-116dec607acd,Active,10/18/2024 0:00
4.00E+14,384afea5-df68-48aa-8b4b-5c40d9052cd1,Active,10/18/2024 0:00
4.00E+14,a4527827-9afb-46e4-aa2b-5ab13ab9086c,Active,10/18/2024 0:00
4.41E+14,6a06fcb8-c81d-4f91-b6cf-06548b923643,Active,10/18/2024 0:00
1.51E+14,46e78e26-013d-466e-9d5a-45b277ad6404,Active,10/18/2024 0:00
4.01E+14,3e94b7f6-b822-4641-97a2-eca7d7b2cb03,Active,10/18/2024 0:00
4.00E+14,e41f998c-ae74-4bf7-acf1-31082cdb32f0,Active,10/18/2024 0:00
4.41E+14,fb2c38aa-37ae-4de0-890d-accbbce899db,Active,10/18/2024 0:00
4.00E+14,7ca02899-b74f-41e5-b1e9-2e9802db96fb,Active,10/18/2024 0:00
4.00E+14,8417f891-71be-4f43-b6a3-e00a15c2c218,Active,10/18/2024 0:00
4.00E+14,1b4d948f-c5fa-4cca-a598-d2caf4043410,Active,10/18/2024 0:00
4.00E+14,2e786f09-4350-42bd-a4bf-8539c9fb07f5,Active,10/18/2024 0:00
9.60E+14,c257fa86-7106-487b-8bcd-07680daa8c42,Active,10/18/2024 0:00
4.00E+14,a88f3a8c-3ee3-4928-8faa-3a262de8aaee,Active,10/18/2024 0:00
4.00E+14,093f365e-ab49-4098-a80a-8c1e8745886c,Active,10/18/2024 0:00
4.00E+14,a470c421-daeb-4e33-99a0-01c3033b611b,Active,10/18/2024 0:00
4.00E+14,b33fa9d7-ec18-4dfb-933f-fbf2a8c8f33c,Active,10/18/2024 0:00
4.00E+14,e6d8ac9d-bf82-4ecb-91bc-b8b498e8174d,Active,10/18/2024 0:00
1.51E+14,030f306e-f2d8-411b-9d83-08ff387905a2,Active,10/18/2024 0:00
4.00E+14,8ff54130-22cb-43e1-9eaa-f1dda12ce9bb,Active,10/18/2024 0:00
4.00E+14,a25cd6ea-fc09-4fd7-a034-44f6261802a4,Active,10/18/2024 0:00
4.00E+14,43c6342a-9297-45f7-8142-189005966793,Active,10/18/2024 0:00
4.00E+14,4404bfc2-a572-48ed-8988-d9c2c0a076a6,Active,10/18/2024 0:00
4.00E+14,67d681cb-084d-4923-aafc-53cd9326312c,Active,10/18/2024 0:00
4.00E+14,f0be26e9-828f-4eee-8225-895dad25baf1,Active,10/18/2024 0:00
4.00E+14,0d751276-95c1-480e-bea4-b87f047a3c1f,Active,10/18/2024 0:00
4.41E+14,4ed23bbb-d35e-4188-af53-90a07084e145,Active,10/18/2024 0:00
4.00E+14,b99cce40-682f-45bd-854b-bd76874d5210,Active,10/18/2024 0:00
4.01E+14,58fefd5b-4116-4852-a162-03105d49c24f,Active,10/18/2024 0:00
4.00E+14,83b2ad55-a41d-4586-840e-099c89bd5bd5,Active,10/18/2024 0:00
2.30E+14,aefd1d00-0652-4759-a45c-c9ec5bd17613,Active,10/18/2024 0:00
4.00E+14,f51baa7d-3c19-4ffc-a374-702b6b9cb983,Active,10/18/2024 0:00
4.41E+14,d1663678-94b1-46d5-98ae-b5fe1ab30f97,Active,10/18/2024 0:00
4.41E+14,8fedc3fc-b8a5-4292-8c73-f1de83d0d0b0,Active,10/18/2024 0:00
4.41E+14,5c8b391e-e8a5-43df-8c96-c085d64542e6,Active,10/18/2024 0:00
4.41E+14,b2852a2f-ff64-4fc1-9424-f85d8ac0e584,Active,10/18/2024 0:00
4.00E+14,71d9114b-1193-4779-830c-f77e441b4805,Active,10/18/2024 0:00
4.01E+14,c2d832bc-3e07-4aeb-9e88-2b75936d37b7,Active,10/21/2024 0:00
